"IID","Pop","Color","Predicted_Ancestry","PC1","PC2","PC3","PC4"
"JDRF_DM-P01_M-0057-1","CEU","gray","CEU",0.0114416,-0.00784917,-0.00105535,-0.00175264
"JDRF_DM-P01_M-0059-1","TSI","gray","TSI",0.0111845,-0.0075828,-0.00260812,-0.00378995
"JDRF_DM-P01_M-0060-1","TSI","gray","TSI",0.010793,-0.00756097,-0.000936621,-0.00170869
"JDRF_DM-P01_M-0061-1","TSI","gray","TSI",0.0107829,-0.00744669,-0.0034043,-0.00319299
"JDRF_DM-P01_M-0063-1","CEU","gray","CEU",0.0123336,-0.00747836,0.000899498,-0.00677794
"JDRF_DM-P01_M-0066-1","TSI","gray","TSI",0.0115158,-0.00889807,-0.000870982,-0.00562088
"JDRF_DM-P01_M-0068-1","TSI","gray","TSI",0.0113604,-0.00833297,-0.000443713,-0.00626578
"JDRF_DM-P01_M-0069-1","TSI","gray","TSI",0.0113896,-0.00814187,-0.000613719,-0.00500371
"JDRF_DM-P01_M-0071-1","TSI","gray","TSI",0.00989497,-0.00813836,-0.00908465,0.0123008
"JDRF_DM-P01_M-0072-1","CEU","gray","CEU",0.0116216,-0.00694523,0.0013497,-0.00708922
"JDRF_DM-P01_M-0075-1","TSI","gray","TSI",0.0112338,-0.0081702,-0.00128403,-0.00696057
"JDRF_DM-P01_M-0080-1","CEU","gray","CEU",0.0116556,-0.0078759,-0.00120017,-0.00576397
"JDRF_DM-P01_M-0081-1","TSI","gray","TSI",0.0112678,-0.00845603,-0.00245977,-0.00537
"JDRF_DM-P01_M-0082-1","CEU","gray","CEU",0.011562,-0.00673433,9.00293e-05,-0.00171529
"JDRF_DM-P01_M-0083-1","TSI","gray","TSI",0.0111259,-0.00813703,-0.00405019,-0.0079557
"JDRF_DM-P01_M-0085-1","TSI","gray","TSI",0.00936174,-0.0080647,-0.0115256,0.0170052
"JDRF_DM-P01_M-0087-1","CEU","gray","CEU",0.0112139,-0.00740412,0.00167056,-0.00749683
"JDRF_DM-P01_M-0091-1","CEU","gray","CEU",0.0115269,-0.00755872,-0.000777487,-0.00584508
"JDRF_DM-P01_M-0093-1","TSI","gray","TSI",0.00929487,-0.00823418,-0.0123212,0.0137661
"JDRF_DM-P01_M-0094-1","TSI","gray","TSI",0.00899964,-0.00750282,-0.00947819,0.0136931
"JDRF_DM-P01_M-0097-1","MXL","chocolate2","MXL",0.00235087,-0.00820895,-0.0190354,-0.00618352
"JDRF_DM-P01_M-0099-1","CEU","gray","CEU",0.011842,-0.00762035,0.00168072,-0.00844407
"JDRF_DM-P01_M-0100-1","TSI","gray","TSI",0.0101405,-0.00725274,-0.00778804,0.00427761
"JDRF_DM-P01_M-0101-1","CEU","gray","CEU",0.0119361,-0.00779427,0.00057163,-0.00904637
"JDRF_DM-P01_M-0104-1","CEU","gray","CEU",0.0107489,-0.00667212,-0.00521089,-0.000971862
"JDRF_DM-P01_M-0105-1","CEU","gray","CEU",0.0111561,-0.00753213,-0.000913033,-0.00313651
"JDRF_DM-P01_M-0108-1","MXL","chocolate2","MXL",0.00864857,-0.00639149,-0.01336,0.0166858
"JDRF_DM-P01_M-0112-1","TSI","gray","TSI",0.0102575,-0.00815247,-0.00825581,0.00532144
"JDRF_DM-P01_M-0113-1","MXL","chocolate2","MXL",0.00710447,-0.00749307,-0.0152853,0.0158272
"JDRF_DM-P01_M-0115-1","TSI","gray","TSI",0.0114162,-0.00865964,0.00153629,-0.00361964
"JDRF_DM-P01_M-0116-1","MXL","chocolate2","MXL",0.00918197,-0.0057236,-0.015936,0.0147918
"JDRF_DM-P01_M-0120-1","CEU","gray","CEU",0.0116362,-0.00753155,0.00139176,-0.00675377
"JDRF_DM-P01_M-0121-1","CEU","gray","CEU",0.0120775,-0.00709681,0.000594543,-0.00195257
"JDRF_DM-P01_M-0122-1","TSI","gray","TSI",0.0115466,-0.0082488,0.000282904,-0.00525236
"JDRF_DM-P01_M-0123-1","CEU","gray","CEU",0.0121898,-0.00802574,0.000405867,-0.0102145
"JDRF_DM-P01_M-0124-1","CEU","gray","CEU",0.0117071,-0.00809122,-0.00147919,-0.00368944
"JDRF_DM-P01_M-0126-1","TSI","gray","TSI",0.0114052,-0.00856564,-0.00116447,-0.00274768
"JDRF_DM-P01_M-0128-1","TSI","gray","TSI",0.0112708,-0.00830647,-9.61149e-05,-0.00521263
"JDRF_DM-P01_M-0129-1","TSI","gray","TSI",0.00947312,-0.00746863,-0.00829361,0.0110015
"JDRF_DM-P01_M-0130-1","CEU","gray","CEU",0.0110787,-0.00689271,0.000494843,-0.00339788
"JDRF_DM-P01_M-0131-1","TSI","gray","TSI",0.00795793,-0.00787622,-0.0151319,0.0182713
"JDRF_DM-P01_M-0132-1","CEU","gray","CEU",0.0119761,-0.00768516,-0.00162622,-0.00406981
"JDRF_DM-P01_M-0133-1","CEU","gray","CEU",0.0115171,-0.00797627,-0.00121719,-0.00695248
"JDRF_DM-P01_M-0134-1","CEU","gray","CEU",0.0114683,-0.00735587,0.00036148,-0.00379211
"JDRF_DM-P01_M-0135-1","CEU","gray","CEU",0.0114111,-0.00745489,-0.000707581,-0.000432872
"JDRF_DM-P01_M-0138-1","CEU","gray","CEU",0.0119396,-0.0078559,0.00110883,-0.00316355
"JDRF_DM-P01_M-0141-1","TSI","gray","TSI",0.0114781,-0.00800615,-0.00145292,-0.00548018
"JDRF_DM-P01_M-0142-1","CEU","gray","CEU",0.0116428,-0.00581695,-0.00019494,-0.00527304
"JDRF_DM-P01_M-0144-1","CEU","gray","CEU",0.0112788,-0.00714811,-0.00261121,-0.00233525
"JDRF_DM-P01_M-0147-1","TSI","gray","TSI",0.0102155,-0.00699431,-0.00723765,0.0117438
"JDRF_DM-P01_M-0148-1","TSI","gray","TSI",0.0110473,-0.00825566,-0.00289092,-0.00230648
"JDRF_DM-P01_M-0149-1","ASW","orchid3","ASW",-0.0394213,-0.01109,-0.0919859,-0.00693526
"JDRF_DM-P01_M-0159-3","TSI","gray","TSI",0.0114354,-0.0084912,-0.000235396,-0.00676128
"JDRF_DM-P01_M-0167-1","CEU","gray","CEU",0.0120124,-0.00784919,0.000304045,-0.00281444
"JDRF_DM-P01_M-0171-1","TSI","gray","TSI",0.0111735,-0.00796489,0.000339169,-0.00525338
"JDRF_DM-P01_M-0173-1","CEU","gray","CEU",0.0117499,-0.00778072,0.000671244,-0.00513963
"JDRF_DM-P01_M-0174-1","TSI","gray","TSI",0.0112676,-0.00828223,-0.000206251,-0.00586277
"JDRF_DM-P01_M-0176-1","CEU","gray","CEU",0.0113432,-0.00731547,0.00047898,-0.00705407
"JDRF_DM-P01_M-0177-1","CEU","gray","CEU",0.0114809,-0.00778015,-0.000434638,-0.0065424
"JDRF_DM-P01_M-0178-1","MXL","chocolate2","MXL",0.00988407,-0.00620162,-0.00931841,0.0123663
"JDRF_DM-P01_M-0179-1","CEU","gray","CEU",0.0113484,-0.00763905,-0.000481388,-0.00403653
"JDRF_DM-P01_M-0180-1","TSI","gray","TSI",0.0118866,-0.00909792,0.000105467,-0.00433996
"JDRF_DM-P01_M-0183-1","ASW","orchid3","ASW",-0.0370486,-0.0108657,-0.087599,-0.00813188
"JDRF_DM-P01_M-0185-1","TSI","gray","TSI",0.011595,-0.00852353,-0.000885749,-0.00851852
"JDRF_DM-P01_M-0186-1","CEU","gray","CEU",0.011269,-0.00764911,-0.000929007,-0.0045286
"JDRF_DM-P01_M-0189-1","MXL","chocolate2","MXL",0.00766196,-0.00774148,-0.0184593,0.0299195
"JDRF_DM-P01_M-0190-1","TSI","gray","TSI",0.0114537,-0.00863066,-0.00366471,-0.00249517
"JDRF_DM-P01_M-0192-1","TSI","gray","TSI",0.0108449,-0.00759294,-0.00659383,0.00426864
"JDRF_DM-P01_M-0195-3","CEU","gray","CEU",0.0112127,-0.00652787,-0.00121895,0.000531814
"JDRF_DM-P01_M-0197-1","GIH","chocolate2","GIH",-0.000277937,0.00440418,-0.0305102,0.00441348
"JDRF_DM-P01_M-0201-1","TSI","gray","TSI",0.011006,-0.00905118,-0.0057198,0.0037102
"JDRF_DM-P01_M-0204-1","TSI","gray","TSI",0.0102605,-0.00696829,-0.00520233,0.00529592
"JDRF_DM-P01_M-0206-2","TSI","gray","TSI",0.0109386,-0.00899701,-0.000917802,-0.00140924
"JDRF_DM-P01_M-0207-1","MXL","chocolate2","MXL",-0.00593966,0.00631487,-0.0414358,-0.0120658
"JDRF_DM-P01_M-0212-1","MXL","chocolate2","MXL",0.00882988,-0.00682353,-0.0139623,0.0183688
"JDRF_DM-P01_M-0214-1","MXL","chocolate2","MXL",0.0110597,-0.00551695,-0.00381542,-0.00422305
"JDRF_DM-P01_M-0215-1","ASW","orchid3","ASW",-0.0353382,-0.0119185,-0.0851478,-0.00657101
"JDRF_DM-P01_M-0220-1","CEU","gray","CEU",0.0104564,-0.00660227,-0.00644488,0.00261064
"JDRF_DM-P01_M-0224-1","CEU","gray","CEU",0.0116765,-0.00680955,0.00263485,-0.00859884
"JDRF_DM-P01_M-0232-1","TSI","gray","TSI",0.0102182,-0.00825012,-0.00766199,-0.00928366
"JDRF_DM-P01_M-0235-1","GIH","chocolate2","GIH",0.00495357,0.00451473,-0.025988,0.0322809
"JDRF_DM-P01_M-0237-1","CEU","gray","CEU",0.0114841,-0.0077395,-0.00131413,-0.00290234
"JDRF_DM-P01_M-0242-1","TSI","gray","TSI",0.0112694,-0.0079704,0.00225409,-0.00692893
"JDRF_DM-P01_M-0243-2","TSI","gray","TSI",0.00989687,-0.00780278,-0.00886703,0.0129434
"JDRF_DM-P01_M-0245-1","TSI","gray","TSI",0.0104473,-0.0070969,-0.00543257,0.00586677
"JDRF_DM-P01_M-0246-1","CEU","gray","CEU",0.0117372,-0.00780761,-0.000265817,-0.00527039
"JDRF_DM-P01_M-0248-1","TSI","gray","TSI",0.0113456,-0.00802746,-0.000828455,0.000611964
"JDRF_DM-P01_M-0249-1","TSI","gray","TSI",0.0111561,-0.00794318,0.000327003,-0.00459872
"JDRF_DM-P01_M-0252-1","CEU","gray","CEU",0.0116915,-0.00679661,0.000816061,-0.0079273
"JDRF_DM-P01_M-0256-1","CEU","gray","CEU",0.012138,-0.0085868,-0.00234156,-0.00373562
"JDRF_DM-P01_M-0259-1","ASW","orchid3","ASW",-0.0110507,-0.00760452,-0.0514572,0.0405253
"JDRF_DM-P01_M-0262-1","TSI","gray","TSI",0.0110214,-0.00757543,0.0022139,-0.00850368
"JDRF_DM-P01_M-0263-1","TSI","gray","TSI",0.0114451,-0.00828783,0.00116153,-0.0054547
"JDRF_DM-P01_M-0264-1","TSI","gray","TSI",0.0114109,-0.0081614,-0.00129303,-0.00494823
"JDRF_DM-P01_M-0265-1","CEU","gray","CEU",0.011642,-0.00760276,-0.00146089,-0.00444628
"JDRF_DM-P01_M-0267-1","TSI","gray","TSI",0.010536,-0.00784732,-0.00566595,0.0100258
"JDRF_DM-P01_M-0270-1","MXL","chocolate2","MXL",0.00878454,-0.00627792,-0.0118652,0.0183119
"JDRF_DM-P01_M-0274-1","MXL","chocolate2","MXL",0.0101411,-0.00522794,-0.0044452,-0.00112683
"JDRF_DM-P01_M-0277-1","CEU","gray","CEU",0.0114955,-0.00738584,0.00137665,-0.00118817
"JDRF_DM-P01_M-0278-1","CEU","gray","CEU",0.0115269,-0.00765856,-0.00268359,-0.00320268
"JDRF_DM-P01_M-0279-1","TSI","gray","TSI",0.00949704,-0.00756754,-0.0150764,0.0118026
"JDRF_DM-P01_M-0282-1","ASW","orchid3","ASW",-0.0293168,0.0124448,-0.208807,-0.0450586
"JDRF_DM-P01_M-0293-1","TSI","gray","TSI",0.0115502,-0.00846181,0.000176317,-0.00629532
"JDRF_DM-P01_M-0294-1","CEU","gray","CEU",0.0114197,-0.00753231,-0.000659226,-0.0044239
"JDRF_DM-P01_M-0302-1","CEU","gray","CEU",0.0117037,-0.00735478,-0.00131361,-0.00367141
"JDRF_DM-P01_M-0304-1","TSI","gray","TSI",0.0103622,-0.00787378,-0.00592946,0.00478926
"JDRF_DM-P01_M-0307-1","CEU","gray","CEU",0.0118122,-0.00810822,-0.00258465,-0.00485889
"JDRF_DM-P01_M-0309-1","TSI","gray","TSI",0.0114699,-0.00797607,-0.00109212,-0.00255501
"JDRF_DM-P01_M-0310-1","TSI","gray","TSI",0.0108903,-0.00785199,-0.000394639,-0.00311659
"JDRF_DM-P01_M-0311-1","CEU","gray","CEU",0.0118574,-0.00764621,0.000177936,-0.00619483
"JDRF_DM-P01_M-0313-1","TSI","gray","TSI",0.0101521,-0.00816033,-0.00695259,0.0131422
"JDRF_DM-P01_M-0316-1","TSI","gray","TSI",0.00972644,-0.00864104,-0.00616686,0.000405226
"JDRF_DM-P01_M-0319-1","TSI","gray","TSI",0.0113541,-0.00832773,0.00110082,-0.00611363
"JDRF_DM-P01_M-0321-1","MXL","chocolate2","MXL",0.0080267,-0.0076543,-0.0163544,0.0196684
"JDRF_DM-P01_M-0322-1","TSI","gray","TSI",0.0110459,-0.00863329,-0.00959751,-0.00843151
"JDRF_DM-P01_M-0323-1","TSI","gray","TSI",0.0106467,-0.00894267,-0.00504735,0.0034391
"JDRF_DM-P01_M-0324-1","CEU","gray","CEU",0.0114924,-0.00721054,-0.00376003,-0.00477148
"JDRF_DM-P01_M-0333-1","CEU","gray","CEU",0.0110187,-0.00667058,-0.0100416,-0.00597758
"JDRF_DM-P01_M-0337-1","TSI","gray","TSI",0.0110525,-0.00793894,0.0032393,0.00540438
"JDRF_DM-P01_M-0338-1","MXL","chocolate2","MXL",0.00895312,-0.00737692,-0.0111084,0.015611
"JDRF_DM-P01_M-0340-1","CEU","gray","CEU",0.0111618,-0.00695217,0.00169782,-0.00538877
"JDRF_DM-P01_M-0344-1","CEU","gray","CEU",0.0116019,-0.00760301,0.00121017,-0.00845049
"JDRF_DM-P01_M-0345-1","CEU","gray","CEU",0.0120106,-0.00803283,-0.0014858,-0.00166778
"JDRF_DM-P01_M-0351-1","CEU","gray","CEU",0.0115506,-0.00768336,0.000101235,-0.00672964
"JDRF_DM-P01_M-0356-1","CHB","goldenrod1","CHB",-0.0031316,0.048197,-0.0523036,0.014078
"JDRF_DM-P01_M-0357-1","TSI","gray","TSI",0.010574,-0.00849979,-0.00327034,-0.00103107
"JDRF_DM-P01_M-0360-1","TSI","gray","TSI",0.0103686,-0.00714329,-0.0066791,0.00940167
"JDRF_DM-P01_M-0362-1","CEU","gray","CEU",0.0122792,-0.0077578,0.00052407,-0.0080367
"JDRF_DM-P01_M-0364-1","CEU","gray","CEU",0.0120477,-0.00662069,-0.000606168,-0.00396949
"JDRF_DM-P01_M-0367-1","TSI","gray","TSI",0.0102294,-0.00819619,-0.00843215,0.0116507
"JDRF_DM-P01_M-0368-1","TSI","gray","TSI",0.0109787,-0.00758396,0.000512396,-0.00422044
"JDRF_DM-P01_M-0372-1","CEU","gray","CEU",0.0118357,-0.00797991,0.000885416,-0.0057653
"JDRF_DM-P01_M-0379-1","TSI","gray","TSI",0.0102456,-0.00726052,-0.00908297,0.0150747
"JDRF_DM-P01_M-0380-1","CEU","gray","CEU",0.0115125,-0.00736706,0.000817565,-0.00940602
"JDRF_DM-P01_M-0381-1","TSI","gray","TSI",0.0109722,-0.00787547,-0.00591046,0.00492576
"JDRF_DM-P01_M-0382-1","MXL","chocolate2","MXL",0.00624006,0.00308109,-0.0246534,0.0250113
"JDRF_DM-P01_M-0383-3","MXL","chocolate2","MXL",0.00882167,-0.00721902,-0.012292,0.0180988
"JDRF_DM-P01_M-0384-1","TSI","gray","TSI",0.0102783,-0.0078327,-0.00549403,0.00360301
"JDRF_DM-P01_M-0389-1","TSI","gray","TSI",0.0111,-0.00822508,-0.000480081,-0.00273754
"JDRF_DM-P01_M-0390-1","CEU","gray","CEU",0.0113644,-0.00708015,0.00142115,-0.00678005
"JDRF_DM-P01_M-0423-1","CEU","gray","CEU",0.0123208,-0.00683602,-0.00034916,-0.00740031
"JDRF_DM-P01_M-0426-1","TSI","gray","TSI",0.00933935,-0.00796199,-0.00909152,0.0106523
"JDRF_DM-P01_M-0432-1","TSI","gray","TSI",0.0105513,-0.00707722,-0.00668993,0.00663748
"JDRF_DM-P01_M-0437-1","TSI","gray","TSI",0.0113941,-0.00787209,-0.00117987,-0.00485864
"JDRF_DM-P01_M-0441-1","TSI","gray","TSI",0.0101149,-0.00686947,-0.00908368,0.00924929
"JDRF_DM-P01_M-0445-1","TSI","gray","TSI",0.0115154,-0.0085456,-0.000471775,-0.00188129
"JDRF_DM-P01_M-0446-1","CEU","gray","CEU",0.0112635,-0.00739521,-0.00308632,-0.00581297
"JDRF_DM-P01_M-0449-2","CEU","gray","CEU",0.0123167,-0.00770143,0.00201548,-0.00855778
"JDRF_DM-P01_M-0449-3","TSI","gray","TSI",0.0114528,-0.00798475,-0.00119142,-0.00322464
"JDRF_DM-P01_M-0450-1","CEU","gray","CEU",0.0106568,-0.00705833,-0.00568744,0.00911317
"JDRF_DM-P01_M-0452-1","MXL","chocolate2","MXL",0.00155238,-0.0065059,-0.0301561,0.0272616
"JDRF_DM-P01_M-0453-1","CEU","gray","CEU",0.0119111,-0.00690913,-0.000444388,-0.00455898
"JDRF_DM-P01_M-0454-1","TSI","gray","TSI",0.0110931,-0.00766131,-0.00177601,-0.00393197
"JDRF_DM-P01_M-0474-1","MXL","chocolate2","MXL",0.00843623,-0.00681504,-0.01719,0.026553
"JDRF_DM-P01_M-0501-1","MXL","chocolate2","MXL",0.00773697,-0.00705038,-0.0155453,0.0276418
"JDRF_DM-P01_M-0504-1","CEU","gray","CEU",0.0115879,-0.00799333,-0.00267274,-0.00254439
"JDRF_DM-P01_M-0537-1","CEU","gray","CEU",0.012249,-0.00767011,-0.00054581,-0.00509751
"JDRF_DM-P01_M-0552-1","CEU","gray","CEU",0.0116251,-0.00807143,-2.81389e-05,-0.00663639
"JDRF_DM-P01_M-0554-2","CEU","gray","CEU",0.0115979,-0.00789962,0.00110065,-0.00746061
"JDRF_DM-P01_M-0554-3","TSI","gray","TSI",0.0114265,-0.00788243,-0.00281713,-0.00151996
"JDRF_DM-P01_M-0558-3","MXL","chocolate2","MXL",-7.15787e-05,0.0147735,-0.0326901,-0.0198195
"JDRF_DM-P01_M-0562-2","CEU","gray","CEU",0.0110732,-0.00711986,-0.0030829,-0.00270472
"JDRF_DM-P01_M-0562-3","CEU","gray","CEU",0.0114261,-0.00746894,-0.000466414,-0.00232079
"JDRF_DM-P01_M-0563-3","CEU","gray","CEU",0.0112311,-0.00698899,-0.00109878,-0.0044491
"JDRF_DM-P01_M-0566-2","CEU","gray","CEU",0.0111339,-0.00727661,-0.0115673,-0.0101649
"JDRF_DM-P01_M-0566-3","TSI","gray","TSI",0.0113145,-0.00789927,-0.00155509,-0.00509886
"JDRF_DM-P01_M-0567-2","CEU","gray","CEU",0.0112137,-0.00645393,-0.00653749,-0.00601613
"JDRF_DM-P01_M-0567-3","TSI","gray","TSI",0.00936706,-0.00757625,-0.0330223,-0.0148323
"JDRF_DM-P01_M-0568-3","MXL","chocolate2","MXL",0.00877868,-0.00599988,-0.04136,-0.0213953
"JDRF_DM-P01_M-0569-3","TSI","gray","TSI",0.0112825,-0.00805004,-0.00217959,-0.00122291
"JDRF_DM-P01_M-0571-2","TSI","gray","TSI",0.0111445,-0.00794451,-0.00090204,-0.00542934
"JDRF_DM-P01_M-0571-3","CEU","gray","CEU",0.0113199,-0.00743815,-0.000305782,-0.00368161
"JDRF_DM-P01_M-0572-3","CEU","gray","CEU",0.0115553,-0.00702869,-0.000335284,-0.00685553
"JDRF_DM-P01_M-0573-1","CEU","gray","CEU",0.0118467,-0.00820757,0.000240979,-0.00527355
"JDRF_DM-P01_M-0576-3","MXL","chocolate2","MXL",0.00821609,-0.00699838,-0.0119691,0.0187257
"JDRF_DM-P01_M-0577-1","MXL","chocolate2","MXL",-0.00342329,-0.00846727,-0.0388302,0.0253711
"JDRF_DM-P01_M-0578-1","CEU","gray","CEU",0.012021,-0.00764912,-0.0010827,-0.00512571
"JDRF_DM-P01_M-0581-2","ASW","orchid3","ASW",-0.0346746,-0.0118339,-0.0844976,-0.00989501
"JDRF_DM-P01_M-0581-3","ASW","orchid3","ASW",-0.0375144,-0.0106608,-0.0913602,-0.00853975
"JDRF_DM-P01_M-0583-2","CEU","gray","CEU",0.0116933,-0.00762326,0.00164668,-0.00640819
"JDRF_DM-P01_M-0584-1","MXL","chocolate2","MXL",0.00795333,-0.00703242,-0.0157054,0.0219861
"JDRF_DM-P01_M-0587-2","MXL","chocolate2","MXL",0.00819438,-0.00617317,-0.00987017,0.0177115
"JDRF_DM-P01_M-0601-3","CEU","gray","CEU",0.0117008,-0.0080152,-0.00227659,-0.0036797
"JDRF_DM-P01_M-0630-2","TSI","gray","TSI",0.0115939,-0.00817813,-0.000274908,-0.00641233
"JDRF_DM-P01_M-0631-1","CEU","gray","CEU",0.0115852,-0.00790669,-0.00116571,-0.00587137
"JDRF_DM-P01_M-0632-2","MXL","chocolate2","MXL",0.00873007,-0.00541495,-0.0137702,0.0159878
"JDRF_DM-P01_M-0632-3","TSI","gray","TSI",0.0110569,-0.00805514,0.0014103,-0.00972011
"JDRF_DM-P01_M-0633-1","CEU","gray","CEU",0.0116184,-0.00582571,0.00030034,-0.00722008
"JDRF_DM-P01_M-0659-2","TSI","gray","TSI",0.011013,-0.00840765,-0.000596452,-0.00704114
"JDRF_DM-P01_M-0660-2","CEU","gray","CEU",0.0113505,-0.00742967,-0.000243321,-0.00219449
"JDRF_DM-P01_M-0660-3","CEU","gray","CEU",0.0120437,-0.00686806,0.000703762,-0.00618744
"JDRF_DM-P01_M-0707-2","TSI","gray","TSI",0.0100675,-0.00760827,-0.00980767,0.0136322
"JDRF_DM-P01_M-0709-2","MXL","chocolate2","MXL",0.0113321,-0.00561704,-0.000210244,-0.0102491
"JDRF_DM-P01_M-0709-3","CEU","gray","CEU",0.0114552,-0.00715594,0.00161696,-0.00651924
"JDRF_DM-P01_M-0710-1","TSI","gray","TSI",0.0111351,-0.00766905,0.000535607,-0.00641509
"JDRF_DM-P01_M-0738-1","CEU","gray","CEU",0.0110756,-0.00722452,-0.00188162,-0.00200255
"JDRF_DM-P01_M-0740-3","TSI","gray","TSI",0.0114873,-0.00856597,-0.000232947,-0.0055289
"JDRF_DM-P01_M-0741-2","MXL","chocolate2","MXL",0.00896134,-0.00688914,-0.0138161,0.0163115
"JDRF_DM-P01_M-0741-3","MXL","chocolate2","MXL",0.0087971,-0.00658905,-0.0131246,0.0174543
"JDRF_DM-P01_M-0743-3","CEU","gray","CEU",0.0115775,-0.00778176,-0.000815498,-0.00406827
"JDRF_DM-P01_M-0827-2","TSI","gray","TSI",0.0114607,-0.00812199,0.00218792,-0.00878711
"JDRF_DM-P01_M-0827-3","CEU","gray","CEU",0.0118073,-0.00808389,9.69581e-05,-0.00871017
"JDRF_DM-P01_M-0828-1","MXL","chocolate2","MXL",0.00876153,-0.00705595,-0.0131858,0.0173308
"JDRF_DM-P01_M-0829-2","CEU","gray","CEU",0.0113524,-0.00704558,-0.000555598,-0.00524888
"JDRF_DM-P01_M-0829-3","CEU","gray","CEU",0.0115018,-0.00754636,-0.00352491,-0.00600173
"JDRF_DM-P01_M-0890-1","JPT","goldenrod1","JPT",-0.00376985,0.0538091,-0.0502768,0.0101482
"JDRF_DM-P01_M-0891-1","TSI","gray","TSI",0.0109417,-0.00839995,-0.000345212,-0.00311433
"JDRF_DM-P01_M-0893-1","MXL","chocolate2","MXL",0.00890757,-0.00143695,-0.0129274,0.0140793
"JDRF_DM-P01_M-0894-2","TSI","gray","TSI",0.0112089,-0.00769393,0.000819003,-0.00540316
"JDRF_DM-P01_M-0894-3","TSI","gray","TSI",0.0119114,-0.00839144,-0.00107484,-0.00353547
"JDRF_DM-P01_M-0920-1","CEU","gray","CEU",0.0115868,-0.00807368,-0.000687186,-0.00430961
"JDRF_DM-P01_M-0921-2","CEU","gray","CEU",0.0112674,-0.00756444,0.000391772,-0.00497108
"JDRF_DM-P01_M-0921-3","CEU","gray","CEU",0.0117705,-0.008071,-0.000392818,-0.00440123
"JDRF_DM-P01_M-0922-2","CEU","gray","CEU",0.0120509,-0.00781366,-0.000244155,-0.0048575
"JDRF_DM-P01_M-0922-3","CEU","gray","CEU",0.0116467,-0.00788979,-0.00244582,-0.00491164
"JDRF_DM-P01_M-0936-1","CEU","gray","CEU",0.0116806,-0.00672197,-0.00109528,-0.00340256
"JDRF_DM-P01_M-0971-2","TSI","gray","TSI",0.0113903,-0.00869827,-0.0019762,-0.00586383
"JDRF_DM-P01_M-0971-3","CEU","gray","CEU",0.0110908,-0.00728073,0.000764644,-0.00595545
"JDRF_DM-P01_M-0972-1","TSI","gray","TSI",0.011501,-0.00833711,-0.00035854,0.000676032
"JDRF_DM-P01_M-0974-2","TSI","gray","TSI",0.0108769,-0.0085681,-4.44831e-05,-0.00591259
"JDRF_DM-P01_M-0974-3","TSI","gray","TSI",0.0115585,-0.00816314,-0.00180121,-0.0075682
"JDRF_DM-P01_M-0979-2","CEU","gray","CEU",0.0114819,-0.00710725,-0.0015964,-0.000552996
"JDRF_DM-P01_M-0983-2","TSI","gray","TSI",0.0115048,-0.00850337,-0.000555075,-0.00373683
"JDRF_DM-P01_M-0983-3","TSI","gray","TSI",0.0111013,-0.00843916,-2.33957e-05,-0.00499538
"JDRF_DM-P01_M-0984-1","CEU","gray","CEU",0.0119423,-0.00764577,-0.00019643,-0.00312946
"JDRF_DM-P01_M-0988-2","TSI","gray","TSI",0.010264,-0.00787562,-0.010643,0.0140168
"JDRF_DM-P01_M-0988-3","TSI","gray","TSI",0.0096811,-0.00773385,-0.0084433,0.0125676
"JDRF_DM-P01_M-1025-2","CEU","gray","CEU",0.0118676,-0.00758836,0.00132235,-0.00949487
"JDRF_DM-P01_M-1025-3","CEU","gray","CEU",0.0118508,-0.00778132,0.000905305,-0.00590349
"JDRF_DM-P01_M-1027-2","TSI","gray","TSI",0.0107387,-0.00763291,-0.00119612,-0.00375449
"JDRF_DM-P01_M-1027-3","CEU","gray","CEU",0.0118245,-0.00774719,-0.000289632,-0.00583031
"JDRF_DM-P01_M-1030-2","TSI","gray","TSI",0.0112579,-0.0086021,-0.00426219,-0.00918857
"JDRF_DM-P01_M-1030-3","TSI","gray","TSI",0.011426,-0.00829942,-0.000568372,-0.00189277
"JDRF_DM-P01_M-1032-3","CEU","gray","CEU",0.0115551,-0.00745875,0.000812003,-0.00198232
"JDRF_DM-P01_M-1038-1","CEU","gray","CEU",0.0111251,-0.00722391,-0.00246097,-0.00212291
"JDRF_DM-P01_M-1041-1","CEU","gray","CEU",0.0117526,-0.00787418,-0.000153182,-0.00348084
"JDRF_DM-P01_M-1043-1","TSI","gray","TSI",0.011492,-0.00801462,-0.000334453,-0.00131278
"JDRF_DM-P01_M-1045-1","CEU","gray","CEU",0.0118315,-0.00779012,-0.000238152,-0.00301028
"JDRF_DM-P01_M-1049-1","CEU","gray","CEU",0.0122761,-0.00738178,0.00162968,-0.00825757
"JDRF_DM-P01_M-1056-1","TSI","gray","TSI",0.0109998,-0.00747358,-0.0121641,-0.0114768
"JDRF_DM-P01_M-1057-1","CEU","gray","CEU",0.011504,-0.00753213,-0.00230762,-0.00754841
"JDRF_DM-P01_M-1078-1","CEU","gray","CEU",0.0116703,-0.00692569,0.000618673,-0.00529045
"JDRF_DM-P01_M-1082-1","CEU","gray","CEU",0.0116238,-0.00715129,-0.00190869,-0.00538566
"JDRF_DM-P01_M-1088-1","CEU","gray","CEU",0.0110965,-0.00724329,-0.00353055,0.00116641
"JDRF_DM-P01_M-1092-1","CEU","gray","CEU",0.0116429,-0.00755723,7.15739e-05,-0.00750585
