"IID","Pop","Color","Predicted_Ancestry","PC1","PC2","PC3","PC4"
"JDRF_DM-P01_M-0274-1","JDRF-chrAll","#2c7bb6","MXL",0.0105733,-0.00568471,-0.00287442,-0.000679861
"JDRF_DM-P01_M-0277-1","JDRF-chrAll","#2c7bb6","CEU",0.0119029,-0.00790346,0.00114905,-0.000285709
"JDRF_DM-P01_M-0278-1","JDRF-chrAll","#2c7bb6","CEU",0.0119609,-0.00812108,-0.00210724,-0.00274472
"JDRF_DM-P01_M-0279-1","JDRF-chrAll","#2c7bb6","TSI",0.00987967,-0.00801637,-0.0133383,0.0113393
"JDRF_DM-P01_M-0282-1","JDRF-chrAll","#2c7bb6","ASW",-0.0292048,0.0127304,-0.231924,-0.0242853
"JDRF_DM-P01_M-0293-1","JDRF-chrAll","#2c7bb6","TSI",0.0119587,-0.00897855,-0.000562179,-0.0043996
"JDRF_DM-P01_M-0294-1","JDRF-chrAll","#2c7bb6","CEU",0.0118431,-0.00804078,-0.000611239,-0.00350088
"JDRF_DM-P01_M-0302-1","JDRF-chrAll","#2c7bb6","CEU",0.0121296,-0.00783643,-0.00123819,-0.00289294
"JDRF_DM-P01_M-0304-1","JDRF-chrAll","#2c7bb6","TSI",0.0107689,-0.0082989,-0.00462198,0.0050085
"JDRF_DM-P01_M-0307-1","JDRF-chrAll","#2c7bb6","CEU",0.0122325,-0.00860295,-0.00254087,-0.00414152
"JDRF_DM-P01_M-0309-1","JDRF-chrAll","#2c7bb6","TSI",0.0118636,-0.00845224,-0.00124253,-0.00151112
"JDRF_DM-P01_M-0310-1","JDRF-chrAll","#2c7bb6","TSI",0.0112859,-0.00832579,-0.000716117,-0.00203417
"JDRF_DM-P01_M-0311-1","JDRF-chrAll","#2c7bb6","CEU",0.012284,-0.00813696,0.000122811,-0.00547837
"JDRF_DM-P01_M-0313-1","JDRF-chrAll","#2c7bb6","TSI",0.0105293,-0.00862746,-0.00578772,0.0131241
"JDRF_DM-P01_M-0316-1","JDRF-chrAll","#2c7bb6","TSI",0.0101288,-0.00908511,-0.00511058,0.00115496
"JDRF_DM-P01_M-0319-1","JDRF-chrAll","#2c7bb6","TSI",0.0117535,-0.00880841,0.000844213,-0.00494178
"JDRF_DM-P01_M-0321-1","JDRF-chrAll","#2c7bb6","MXL",0.00841293,-0.00803257,-0.0138332,0.019818
"JDRF_DM-P01_M-0322-1","JDRF-chrAll","#2c7bb6","TSI",0.0114561,-0.00913456,-0.0115238,-0.00627584
"JDRF_DM-P01_M-0323-1","JDRF-chrAll","#2c7bb6","TSI",0.0110233,-0.00943205,-0.00496047,0.00353269
"JDRF_DM-P01_M-0324-1","JDRF-chrAll","#2c7bb6","CEU",0.0119223,-0.00771428,-0.00430025,-0.00334612
"JDRF_DM-P01_M-0333-1","JDRF-chrAll","#2c7bb6","CEU",0.0114621,-0.00712179,-0.0112458,-0.00430613
"JDRF_DM-P01_M-0337-1","JDRF-chrAll","#2c7bb6","TSI",0.0114593,-0.00841268,0.00568758,0.00441897
"JDRF_DM-P01_M-0338-1","JDRF-chrAll","#2c7bb6","MXL",0.00933286,-0.0077963,-0.00951032,0.0154295
"JDRF_DM-P01_M-0340-1","JDRF-chrAll","#2c7bb6","CEU",0.0115641,-0.00745555,0.00171902,-0.00439362
"JDRF_DM-P01_M-0344-1","JDRF-chrAll","#2c7bb6","CEU",0.0120333,-0.00810156,0.00174317,-0.00855093
"JDRF_DM-P01_M-0345-1","JDRF-chrAll","#2c7bb6","CEU",0.012436,-0.00850586,-0.00107078,-0.000517393
"JDRF_DM-P01_M-0351-1","JDRF-chrAll","#2c7bb6","CEU",0.0119598,-0.0081585,8.22916e-05,-0.00560849
"JDRF_DM-P01_M-0356-1","JDRF-chrAll","#2c7bb6","CHB",-0.00239854,0.048487,-0.0427273,0.0146359
"JDRF_DM-P01_M-0357-1","JDRF-chrAll","#2c7bb6","TSI",0.0109742,-0.00897339,-0.00241645,-0.000684585
"JDRF_DM-P01_M-0360-1","JDRF-chrAll","#2c7bb6","TSI",0.0107592,-0.00754536,-0.00512429,0.0089089
"JDRF_DM-P01_M-0362-1","JDRF-chrAll","#2c7bb6","CEU",0.0127112,-0.00826117,-0.000306188,-0.00677417
"JDRF_DM-P01_M-0364-1","JDRF-chrAll","#2c7bb6","CEU",0.0124816,-0.00710227,-0.000497699,-0.0032242
"JDRF_DM-P01_M-0367-1","JDRF-chrAll","#2c7bb6","TSI",0.010623,-0.00866165,-0.00700016,0.0113778
"JDRF_DM-P01_M-0368-1","JDRF-chrAll","#2c7bb6","TSI",0.0113944,-0.00805663,0.000336152,-0.00292771
"JDRF_DM-P01_M-0372-1","JDRF-chrAll","#2c7bb6","CEU",0.0122675,-0.00849491,0.000632453,-0.00503892
"JDRF_DM-P01_M-0379-1","JDRF-chrAll","#2c7bb6","TSI",0.010644,-0.00766026,-0.0070607,0.0141768
"JDRF_DM-P01_M-0380-1","JDRF-chrAll","#2c7bb6","CEU",0.0119509,-0.00784332,0.000978959,-0.00837106
"JDRF_DM-P01_M-0381-1","JDRF-chrAll","#2c7bb6","TSI",0.0113875,-0.00836113,-0.00488017,0.00529599
"JDRF_DM-P01_M-0382-1","JDRF-chrAll","#2c7bb6","MXL",0.00669521,0.002697,-0.0208142,0.0213985
"JDRF_DM-P01_M-0383-3","JDRF-chrAll","#2c7bb6","MXL",0.00920611,-0.00763284,-0.0100546,0.0175113
"JDRF_DM-P01_M-0384-1","JDRF-chrAll","#2c7bb6","TSI",0.0106669,-0.00826841,-0.00475897,0.00383013
"JDRF_DM-P01_M-0389-1","JDRF-chrAll","#2c7bb6","TSI",0.0115062,-0.00871853,-0.00052727,-0.00170686
"JDRF_DM-P01_M-0390-1","JDRF-chrAll","#2c7bb6","CEU",0.0117875,-0.00757968,0.00164592,-0.00618414
"JDRF_DM-P01_M-0423-1","JDRF-chrAll","#2c7bb6","CEU",0.0127583,-0.00734256,-0.000867858,-0.00632696
"JDRF_DM-P01_M-0426-1","JDRF-chrAll","#2c7bb6","TSI",0.00970657,-0.00839344,-0.00787172,0.010127
"JDRF_DM-P01_M-0432-1","JDRF-chrAll","#2c7bb6","TSI",0.0109499,-0.00754856,-0.0055026,0.00634499
"JDRF_DM-P01_M-0437-1","JDRF-chrAll","#2c7bb6","TSI",0.0118043,-0.00835131,-0.00124495,-0.00388904
"JDRF_DM-P01_M-0441-1","JDRF-chrAll","#2c7bb6","TSI",0.0105125,-0.00726918,-0.00770365,0.00877546
"JDRF_DM-P01_M-0445-1","JDRF-chrAll","#2c7bb6","TSI",0.0119338,-0.00905159,-0.00019939,-0.0011712
"JDRF_DM-P01_M-0446-1","JDRF-chrAll","#2c7bb6","CEU",0.0116902,-0.00788187,-0.00295202,-0.00483915
"JDRF_DM-P01_M-0449-2","JDRF-chrAll","#2c7bb6","CEU",0.0127525,-0.00822076,0.00181993,-0.00772629
"JDRF_DM-P01_M-0449-3","JDRF-chrAll","#2c7bb6","TSI",0.0118652,-0.00849145,-0.00109444,-0.00236864
"JDRF_DM-P01_M-0450-1","JDRF-chrAll","#2c7bb6","CEU",0.0110735,-0.00752035,-0.00411264,0.008569
"JDRF_DM-P01_M-0452-1","JDRF-chrAll","#2c7bb6","MXL",0.00185581,-0.00683784,-0.0257568,0.0259471
"JDRF_DM-P01_M-0453-1","JDRF-chrAll","#2c7bb6","CEU",0.0123548,-0.00740415,-0.000325391,-0.00363132
"JDRF_DM-P01_M-0454-1","JDRF-chrAll","#2c7bb6","TSI",0.0114912,-0.00815008,-0.00129433,-0.00330733
"JDRF_DM-P01_M-0474-1","JDRF-chrAll","#2c7bb6","MXL",0.00882107,-0.00720964,-0.0141626,0.0251746
"JDRF_DM-P01_M-0501-1","JDRF-chrAll","#2c7bb6","MXL",0.00810524,-0.00741942,-0.0124459,0.0255292
"JDRF_DM-P01_M-0504-1","JDRF-chrAll","#2c7bb6","CEU",0.0120061,-0.008468,-0.00265155,-0.00199275
"JDRF_DM-P01_M-0537-1","JDRF-chrAll","#2c7bb6","CEU",0.0126931,-0.00817749,-0.000419089,-0.00439859
"JDRF_DM-P01_M-0552-1","JDRF-chrAll","#2c7bb6","CEU",0.0120336,-0.00857072,-0.00053114,-0.00554005
"JDRF_DM-P01_M-0554-2","JDRF-chrAll","#2c7bb6","CEU",0.0120019,-0.00841837,0.00055044,-0.00662235
"JDRF_DM-P01_M-0554-3","JDRF-chrAll","#2c7bb6","TSI",0.0118473,-0.00837345,-0.00229933,-0.000959939
"JDRF_DM-P01_M-0558-3","JDRF-chrAll","#2c7bb6","MXL",0.000405495,0.0145657,-0.0255677,-0.0189175
"JDRF_DM-P01_M-0562-2","JDRF-chrAll","#2c7bb6","CEU",0.0114799,-0.00757994,-0.00311795,-0.00213473
"JDRF_DM-P01_M-0562-3","JDRF-chrAll","#2c7bb6","CEU",0.0118449,-0.00793473,-0.000469839,-0.00134319
"JDRF_DM-P01_M-0563-3","JDRF-chrAll","#2c7bb6","CEU",0.0116686,-0.00747139,-0.000519029,-0.00356946
"JDRF_DM-P01_M-0566-2","JDRF-chrAll","#2c7bb6","CEU",0.0115441,-0.00774015,-0.0138792,-0.00869672
"JDRF_DM-P01_M-0566-3","JDRF-chrAll","#2c7bb6","TSI",0.0117156,-0.00838587,-0.00166337,-0.00403309
"JDRF_DM-P01_M-0567-2","JDRF-chrAll","#2c7bb6","CEU",0.0116294,-0.00691826,-0.00818093,-0.00351348
"JDRF_DM-P01_M-0567-3","JDRF-chrAll","#2c7bb6","TSI",0.00978147,-0.00802875,-0.0396013,-0.00894879
"JDRF_DM-P01_M-0568-3","JDRF-chrAll","#2c7bb6","MXL",0.00919659,-0.00639056,-0.0491488,-0.0154281
"JDRF_DM-P01_M-0569-3","JDRF-chrAll","#2c7bb6","TSI",0.0116893,-0.00852658,-0.00222513,-0.000178906
"JDRF_DM-P01_M-0571-2","JDRF-chrAll","#2c7bb6","TSI",0.0115423,-0.00844948,-0.000425439,-0.00480357
"JDRF_DM-P01_M-0571-3","JDRF-chrAll","#2c7bb6","CEU",0.0117243,-0.00790826,-0.000346571,-0.00311824
"JDRF_DM-P01_M-0572-3","JDRF-chrAll","#2c7bb6","CEU",0.0119741,-0.00750281,0.000170755,-0.00650852
"JDRF_DM-P01_M-0573-1","JDRF-chrAll","#2c7bb6","CEU",0.0122558,-0.00870624,-5.04293e-05,-0.00440886
"JDRF_DM-P01_M-0576-3","JDRF-chrAll","#2c7bb6","MXL",0.00855609,-0.00738892,-0.0102232,0.0182441
"JDRF_DM-P01_M-0577-1","JDRF-chrAll","#2c7bb6","MXL",-0.00319301,-0.0086637,-0.0338509,0.0259665
"JDRF_DM-P01_M-0578-1","JDRF-chrAll","#2c7bb6","CEU",0.0124488,-0.00811452,-0.0009612,-0.00441286
"JDRF_DM-P01_M-0581-2","JDRF-chrAll","#2c7bb6","ASW",-0.0348022,-0.0117072,-0.074261,-0.00953922
"JDRF_DM-P01_M-0581-3","JDRF-chrAll","#2c7bb6","ASW",-0.0377069,-0.0104136,-0.0806002,-0.00835227
"JDRF_DM-P01_M-0583-2","JDRF-chrAll","#2c7bb6","CEU",0.012107,-0.00812723,0.00157379,-0.00558033
"JDRF_DM-P01_M-0584-1","JDRF-chrAll","#2c7bb6","MXL",0.0083189,-0.00739825,-0.0134936,0.0207974
"JDRF_DM-P01_M-0587-2","JDRF-chrAll","#2c7bb6","MXL",0.00854313,-0.00654111,-0.0079622,0.0167868
"JDRF_DM-P01_M-0601-3","JDRF-chrAll","#2c7bb6","CEU",0.0121238,-0.00850129,-0.0022344,-0.00258281
"JDRF_DM-P01_M-0630-2","JDRF-chrAll","#2c7bb6","TSI",0.0120018,-0.0086634,-0.000315197,-0.00544385
"JDRF_DM-P01_M-0631-1","JDRF-chrAll","#2c7bb6","CEU",0.0119989,-0.00842124,-0.00118644,-0.0047074
"JDRF_DM-P01_M-0632-2","JDRF-chrAll","#2c7bb6","MXL",0.00912262,-0.00578019,-0.011294,0.0155071
"JDRF_DM-P01_M-0632-3","JDRF-chrAll","#2c7bb6","TSI",0.0114728,-0.00857616,0.000978829,-0.00861174
"JDRF_DM-P01_M-0633-1","JDRF-chrAll","#2c7bb6","CEU",0.0120567,-0.00629993,0.000339323,-0.00623482
"JDRF_DM-P01_M-0659-2","JDRF-chrAll","#2c7bb6","TSI",0.0114211,-0.00889078,-0.000486824,-0.00614112
"JDRF_DM-P01_M-0660-2","JDRF-chrAll","#2c7bb6","CEU",0.0117644,-0.00790392,-9.20823e-05,-0.000961965
"JDRF_DM-P01_M-0660-3","JDRF-chrAll","#2c7bb6","CEU",0.0124734,-0.00734825,0.000613569,-0.00550907
"JDRF_DM-P01_M-0707-2","JDRF-chrAll","#2c7bb6","TSI",0.0104537,-0.00804176,-0.0083383,0.0136105
"JDRF_DM-P01_M-0709-2","JDRF-chrAll","#2c7bb6","MXL",0.0117739,-0.00610355,-0.000394926,-0.0093185
"JDRF_DM-P01_M-0709-3","JDRF-chrAll","#2c7bb6","CEU",0.011867,-0.00766826,0.00128918,-0.00587438
"JDRF_DM-P01_M-0710-1","JDRF-chrAll","#2c7bb6","TSI",0.0115409,-0.0081237,0.000942997,-0.00578865
"JDRF_DM-P01_M-0738-1","JDRF-chrAll","#2c7bb6","CEU",0.0114875,-0.0077242,-0.00143019,-0.00143318
"JDRF_DM-P01_M-0740-3","JDRF-chrAll","#2c7bb6","TSI",0.0118891,-0.00903246,-0.000383471,-0.00536161
"JDRF_DM-P01_M-0741-2","JDRF-chrAll","#2c7bb6","MXL",0.00934027,-0.00731306,-0.0120604,0.016107
"JDRF_DM-P01_M-0741-3","JDRF-chrAll","#2c7bb6","MXL",0.00917464,-0.00700218,-0.0109137,0.0168337
"JDRF_DM-P01_M-0743-3","JDRF-chrAll","#2c7bb6","CEU",0.0119921,-0.0082644,-0.000832178,-0.00324998
"JDRF_DM-P01_M-0827-2","JDRF-chrAll","#2c7bb6","TSI",0.0118534,-0.00863976,0.0018176,-0.00768132
"JDRF_DM-P01_M-0827-3","JDRF-chrAll","#2c7bb6","CEU",0.0122339,-0.00858995,3.33065e-05,-0.00821558
"JDRF_DM-P01_M-0828-1","JDRF-chrAll","#2c7bb6","MXL",0.00912678,-0.00743307,-0.0108962,0.0163493
"JDRF_DM-P01_M-0829-2","JDRF-chrAll","#2c7bb6","CEU",0.0117632,-0.0074951,-0.00103874,-0.00413034
"JDRF_DM-P01_M-0829-3","JDRF-chrAll","#2c7bb6","CEU",0.0119424,-0.00804519,-0.00327804,-0.00470895
"JDRF_DM-P01_M-0890-1","JDRF-chrAll","#2c7bb6","JPT",-0.0029975,0.0541677,-0.0405817,0.0111459
"JDRF_DM-P01_M-0891-1","JDRF-chrAll","#2c7bb6","TSI",0.0113426,-0.00888815,-0.000739989,-0.0017092
"JDRF_DM-P01_M-0893-1","JDRF-chrAll","#2c7bb6","MXL",0.00935912,-0.00187991,-0.0103254,0.0119241
"JDRF_DM-P01_M-0894-2","JDRF-chrAll","#2c7bb6","TSI",0.0116196,-0.00817056,0.00108611,-0.00502144
"JDRF_DM-P01_M-0894-3","JDRF-chrAll","#2c7bb6","TSI",0.0123373,-0.00889738,-0.000861919,-0.00240976
"JDRF_DM-P01_M-0920-1","JDRF-chrAll","#2c7bb6","CEU",0.0119948,-0.00857755,-0.000581002,-0.00371887
"JDRF_DM-P01_M-0921-2","JDRF-chrAll","#2c7bb6","CEU",0.0116833,-0.0080397,0.000340505,-0.0036086
"JDRF_DM-P01_M-0921-3","JDRF-chrAll","#2c7bb6","CEU",0.0121912,-0.00856504,-0.000231608,-0.00358318
"JDRF_DM-P01_M-0922-2","JDRF-chrAll","#2c7bb6","CEU",0.0124667,-0.00829845,-3.96245e-05,-0.00438839
"JDRF_DM-P01_M-0922-3","JDRF-chrAll","#2c7bb6","CEU",0.0120653,-0.00837872,-0.00290593,-0.00384532
"JDRF_DM-P01_M-0936-1","JDRF-chrAll","#2c7bb6","CEU",0.0121176,-0.00719943,-0.000735575,-0.00313017
"JDRF_DM-P01_M-0971-2","JDRF-chrAll","#2c7bb6","TSI",0.0117976,-0.00918357,-0.0025556,-0.004597
"JDRF_DM-P01_M-0971-3","JDRF-chrAll","#2c7bb6","CEU",0.011502,-0.00773878,0.000516253,-0.00484633
"JDRF_DM-P01_M-0972-1","JDRF-chrAll","#2c7bb6","TSI",0.0119065,-0.00881738,2.74298e-06,0.000944483
"JDRF_DM-P01_M-0974-2","JDRF-chrAll","#2c7bb6","TSI",0.0112722,-0.00906525,-0.000829218,-0.00461185
"JDRF_DM-P01_M-0974-3","JDRF-chrAll","#2c7bb6","TSI",0.0119774,-0.0086577,-0.00220795,-0.00676064
"JDRF_DM-P01_M-0979-2","JDRF-chrAll","#2c7bb6","CEU",0.011902,-0.00758695,-0.00144506,-8.54169e-06
"JDRF_DM-P01_M-0983-2","JDRF-chrAll","#2c7bb6","TSI",0.011908,-0.00900159,-0.000193031,-0.00266887
"JDRF_DM-P01_M-0983-3","JDRF-chrAll","#2c7bb6","TSI",0.0115062,-0.00894776,-0.000352486,-0.00462645
"JDRF_DM-P01_M-0984-1","JDRF-chrAll","#2c7bb6","CEU",0.0123773,-0.00815888,-0.000212829,-0.00199758
"JDRF_DM-P01_M-0988-2","JDRF-chrAll","#2c7bb6","TSI",0.0106687,-0.00832219,-0.0090573,0.0131639
"JDRF_DM-P01_M-0988-3","JDRF-chrAll","#2c7bb6","TSI",0.0100627,-0.00817341,-0.00700764,0.0123219
"JDRF_DM-P01_M-1025-2","JDRF-chrAll","#2c7bb6","CEU",0.0122935,-0.00809395,0.00132791,-0.00879984
"JDRF_DM-P01_M-1025-3","JDRF-chrAll","#2c7bb6","CEU",0.0122655,-0.00828449,0.000882656,-0.00532737
"JDRF_DM-P01_M-1027-2","JDRF-chrAll","#2c7bb6","TSI",0.0111371,-0.00810528,-0.00126511,-0.00276199
"JDRF_DM-P01_M-1027-3","JDRF-chrAll","#2c7bb6","CEU",0.0122459,-0.00822175,-1.36698e-05,-0.0057245
"JDRF_DM-P01_M-1030-2","JDRF-chrAll","#2c7bb6","TSI",0.0116598,-0.00912111,-0.00513036,-0.00801277
"JDRF_DM-P01_M-1030-3","JDRF-chrAll","#2c7bb6","TSI",0.0118446,-0.00878645,0.000385724,-0.00179776
"JDRF_DM-P01_M-1032-3","JDRF-chrAll","#2c7bb6","CEU",0.0119838,-0.00794687,0.000867465,-0.000843766
"JDRF_DM-P01_M-1038-1","JDRF-chrAll","#2c7bb6","CEU",0.0115492,-0.00769773,-0.00242256,-0.00107956
"JDRF_DM-P01_M-1041-1","JDRF-chrAll","#2c7bb6","CEU",0.0121889,-0.00836113,0.000426357,-0.0031307
"JDRF_DM-P01_M-1043-1","JDRF-chrAll","#2c7bb6","TSI",0.0118999,-0.00852524,-0.000273664,-0.000476482
"JDRF_DM-P01_M-1045-1","JDRF-chrAll","#2c7bb6","CEU",0.0122467,-0.0082786,-0.000273683,-0.00203675
"JDRF_DM-P01_M-1049-1","JDRF-chrAll","#2c7bb6","CEU",0.0127137,-0.00789438,0.00103207,-0.00722717
"JDRF_DM-P01_M-1056-1","JDRF-chrAll","#2c7bb6","TSI",0.0114254,-0.00796881,-0.0143958,-0.00957488
"JDRF_DM-P01_M-1057-1","JDRF-chrAll","#2c7bb6","CEU",0.0119215,-0.00802586,-0.00265124,-0.00688402
"JDRF_DM-P01_M-1078-1","JDRF-chrAll","#2c7bb6","CEU",0.0121003,-0.00739486,0.000949127,-0.00462722
"JDRF_DM-P01_M-1082-1","JDRF-chrAll","#2c7bb6","CEU",0.0120604,-0.00763291,-0.00162425,-0.00464561
"JDRF_DM-P01_M-1088-1","JDRF-chrAll","#2c7bb6","CEU",0.0115186,-0.00770527,-0.00244417,0.00128254
"JDRF_DM-P01_M-1092-1","JDRF-chrAll","#2c7bb6","CEU",0.0120522,-0.00804586,-3.41988e-05,-0.0076137
"JDRF_DM-P01_M-1097-1","JDRF-chrAll","#2c7bb6","CEU",0.0122069,-0.0082938,-0.00288045,-0.0050715
"JDRF_DM-P01_M-1251-1","JDRF-chrAll","#2c7bb6","CEU",0.012201,-0.00777093,0.00115843,-0.0043875
"JDRF_DM-P01_M-1255-1","JDRF-chrAll","#2c7bb6","CEU",0.0120654,-0.00824,-0.00044891,-0.0018286
"JDRF_DM-P01_M-1290-1","JDRF-chrAll","#2c7bb6","TSI",0.0108882,-0.00845794,-0.00278447,0.00388967
"JDRF_DM-P01_M-1292-1","JDRF-chrAll","#2c7bb6","MXL",0.00889373,-0.00558559,-0.0143435,0.0251528
"JDRF_DM-P01_M-1293-1","JDRF-chrAll","#2c7bb6","TSI",0.0114569,-0.008754,-0.000221714,-0.00541066
"JDRF_DM-P01_M-1299-1","JDRF-chrAll","#2c7bb6","MXL",0.00794448,-0.00796232,-0.0162353,0.0303694
"JDRF_DM-P01_M-1313-1","JDRF-chrAll","#2c7bb6","CEU",0.0122244,-0.00732985,0.000293035,-0.00706214
"JDRF_DM-P01_M-1319-1","JDRF-chrAll","#2c7bb6","CEU",0.0122649,-0.00763693,-0.000588844,-0.00211012
"JDRF_DM-P01_M-1323-1","JDRF-chrAll","#2c7bb6","CEU",0.0121417,-0.00794788,-0.00176022,-0.000573713
"JDRF_DM-P01_M-1334-1","JDRF-chrAll","#2c7bb6","TSI",0.0121311,-0.00883081,-0.000462284,-0.00255958
"JDRF_DM-P01_M-1379-1","JDRF-chrAll","#2c7bb6","CEU",0.0123006,-0.00793668,0.00183556,-0.00658108
"JDRF_DM-P01_M-1390-1","JDRF-chrAll","#2c7bb6","TSI",0.0118801,-0.00878376,0.000350928,-0.00482254
"JDRF_DM-P01_M-1391-1","JDRF-chrAll","#2c7bb6","TSI",0.0121367,-0.0088657,-0.000444491,-0.00337609
"JDRF_DM-P01_M-1392-1","JDRF-chrAll","#2c7bb6","CEU",0.0117236,-0.00743781,-0.00669869,0.0109142
"JDRF_DM-P01_M-1394-1","JDRF-chrAll","#2c7bb6","CEU",0.0121271,-0.00734918,0.00166814,-0.0100156
"JDRF_DM-P01_M-1399-1","JDRF-chrAll","#2c7bb6","MXL",0.00945758,-0.00679229,-0.00919222,0.0155372
"JDRF_DM-P01_M-1400-1","JDRF-chrAll","#2c7bb6","TSI",0.0110156,-0.0075536,-0.0045094,0.00395868
"JDRF_DM-P01_M-1401-1","JDRF-chrAll","#2c7bb6","CEU",0.0124694,-0.00792121,-0.00505761,-0.00793196
"JDRF_DM-P01_M-1402-1","JDRF-chrAll","#2c7bb6","MXL",0.00267175,-0.00673969,-0.0227596,0.0307391
"JDRF_DM-P01_M-1403-1","JDRF-chrAll","#2c7bb6","TSI",0.0114747,-0.00958173,0.00071566,-0.00379473
"JDRF_DM-P01_M-1470-1","JDRF-chrAll","#2c7bb6","MXL",0.00951453,-0.00676139,-0.00941793,0.0175788
"JDRF_DM-P01_M-1473-1","JDRF-chrAll","#2c7bb6","CEU",0.0121218,-0.00855838,-4.94599e-05,-0.0036354
"JDRF_DM-P01_M-1488-1","JDRF-chrAll","#2c7bb6","MXL",-0.00190052,-0.00257104,-0.0252698,-0.00298344
"JDRF_DM-P01_M-1489-1","JDRF-chrAll","#2c7bb6","TSI",0.0118832,-0.00901047,-0.00117803,-0.00300716
"JDRF_DM-P01_M-1490-1","JDRF-chrAll","#2c7bb6","CEU",0.0114108,-0.00743165,-0.00405829,-0.00145936
"JDRF_DM-P01_M-1491-1","JDRF-chrAll","#2c7bb6","TSI",0.00974645,-0.00875747,-0.00505512,0.00737094
"JDRF_DM-P01_M-1492-1","JDRF-chrAll","#2c7bb6","TSI",0.0116446,-0.00887454,-0.000151681,-0.00235903
"JDRF_DM-P01_M-1493-1","JDRF-chrAll","#2c7bb6","MXL",-0.00428188,-0.00939141,-0.0322948,0.0243448
"JDRF_DM-P01_M-1494-1","JDRF-chrAll","#2c7bb6","CEU",0.0119646,-0.00789086,-0.00132844,0.000572953
"JDRF_DM-P01_M-1497-1","JDRF-chrAll","#2c7bb6","MXL",0.00230069,-0.00221631,-0.12771,-0.033504
"JDRF_DM-P01_M-1498-1","JDRF-chrAll","#2c7bb6","CEU",0.0117714,-0.00817076,-0.00123098,-0.00207774
"JDRF_DM-P01_M-1509-1","JDRF-chrAll","#2c7bb6","MXL",0.0111549,-0.00631884,-0.0015018,-0.00534335
"JDRF_DM-P01_M-1510-1","JDRF-chrAll","#2c7bb6","TSI",0.0119452,-0.00897042,-0.000586406,-0.00498386
"JDRF_DM-P01_M-1511-1","JDRF-chrAll","#2c7bb6","CEU",0.0118536,-0.00808814,-0.00114583,-0.00348716
"JDRF_DM-P01_M-1515-1","JDRF-chrAll","#2c7bb6","CEU",0.0116395,-0.00809211,-0.00294611,-0.0017514
"JDRF_DM-P01_M-1516-1","JDRF-chrAll","#2c7bb6","TSI",0.0114557,-0.00920859,0.000277171,-0.00472519
"JDRF_DM-P01_M-1517-1","JDRF-chrAll","#2c7bb6","TSI",0.0121522,-0.00906174,-0.00187115,-0.00206407
"JDRF_DM-P01_M-1520-1","JDRF-chrAll","#2c7bb6","CEU",0.0121284,-0.00827308,0.00112131,-0.00652622
"JDRF_DM-P01_M-1522-1","JDRF-chrAll","#2c7bb6","TSI",0.0113874,-0.00934125,-0.00144076,-0.00208396
"JDRF_DM-P01_M-1523-1","JDRF-chrAll","#2c7bb6","CEU",0.0122923,-0.00808722,-0.00115775,-0.00341517
"JDRF_DM-P01_M-1525-1","JDRF-chrAll","#2c7bb6","TSI",0.0118055,-0.00920418,0.000242045,-0.00240083
"JDRF_DM-P01_M-1526-1","JDRF-chrAll","#2c7bb6","CEU",0.0122195,-0.00752354,-0.00144778,-0.00529919
"JDRF_DM-P01_M-1529-1","JDRF-chrAll","#2c7bb6","CEU",0.0121216,-0.0077576,-0.00087403,-0.00673156
"JDRF_DM-P01_M-1533-1","JDRF-chrAll","#2c7bb6","MXL",0.0104691,-0.00703195,-0.00888055,0.0107979
"JDRF_DM-P01_M-1534-1","JDRF-chrAll","#2c7bb6","TSI",0.0118609,-0.00900898,-0.00252965,-0.00142329
"JDRF_DM-P01_M-1535-1","JDRF-chrAll","#2c7bb6","TSI",0.0118913,-0.00879335,-0.000449971,-0.00366734
"JDRF_DM-P01_M-1536-1","JDRF-chrAll","#2c7bb6","MXL",0.000314107,-0.00770224,-0.02327,0.0180718
"JDRF_DM-P01_M-1537-1","JDRF-chrAll","#2c7bb6","TSI",0.0121762,-0.009051,-0.00247257,-0.00540842
"JDRF_DM-P01_M-1550-1","JDRF-chrAll","#2c7bb6","CEU",0.0118846,-0.00844083,0.000538257,-0.00228548
"JDRF_DM-P01_M-1552-1","JDRF-chrAll","#2c7bb6","CEU",0.0114626,-0.00776347,-0.000508729,-0.00186856
"JDRF_DM-P01_M-1553-1","JDRF-chrAll","#2c7bb6","CEU",0.0119959,-0.00754893,-0.00040374,-0.00489317
"JDRF_DM-P01_M-1567-1","JDRF-chrAll","#2c7bb6","TSI",0.0113614,-0.00837998,-0.00201593,-0.00119974
"JDRF_DM-P01_M-1568-1","JDRF-chrAll","#2c7bb6","CEU",0.0117341,-0.00811351,0.00154941,-0.0044493
"JDRF_DM-P01_M-1574-1","JDRF-chrAll","#2c7bb6","TSI",0.0118895,-0.00915888,0.000227572,-0.002737
"JDRF_DM-P01_M-1575-1","JDRF-chrAll","#2c7bb6","TSI",0.0115984,-0.00910672,-0.000733415,-0.00277597
"JDRF_DM-P01_M-1576-1","JDRF-chrAll","#2c7bb6","MXL",0.00733784,-0.0083486,-0.0146162,0.0245987
"JDRF_DM-P01_M-1585-1","JDRF-chrAll","#2c7bb6","TSI",0.0117891,-0.00923466,0.000562448,-0.00210736
